innocuous,(行为，言论等)无害的,[i'nɔkjuəs],a.
innovation,创新，改革,[ˌinəu'veiʃən],n.
innovative,革新的,['inəuveitiv],a.
innuendo,含沙射影，暗讽,[ˌinju'endəu],n.
inoculate,预防注射，打预防针,[i'nɔkjuleit],v.
inordinate,过度的，过分的,[in'ɔ:dinit],a.
inquiry,询问,[in'kwaiəri],n.
inquisitive,过分好问的；好奇的,[in'kwizitiv],a.
inroad,突袭；消耗,['inrəud],n.
insane,疯狂的,[in'sein],a.
insanity,疯狂；愚昧,[in'sæniti],n.
insatiable,不能满足的，贪心的,[in'seiʃəbl],a.
inscribe,在某物上写，题(词，字),[in'skraib],v.
inscription,铭刻；题字,[in'skripʃən],n.
inscrutable,高深莫测的，不可理解的，神秘的,[in'skru:təbl],a.
insecticide,杀虫剂,[in'sektisaid],n.
insensate,无感觉的；蠢笨的,[in'senseit],a.
insentient,无知觉的，无生命的,[in'senʃənt],a.
insert,插入,[in'sə:t],v.
insider,局内人，圈内人,[in'saidə(r)],n.
insidious,隐藏诡计的，暗中为害的,[in'sidiəs],a.
insignia,徽章，袖章,[in'siɡniə],n.
insincerity,伪善，不真诚,[ˌinsin'seriti],n.
insinuate,暗指，暗示,[in'sinjueit],v.
insipid,乏味的，枯燥的,[in'sipid],a.
insolate,使曝晒,['insəuleit],v.
insolence,傲慢，无礼,['insələns],n.
insolent,粗野的，无礼的,['insələnt],a.
insoluble,不溶解的；不能解决的,[in'sɔljubl],a.
insolvency,无力偿还；破产,[in'sɔlvənsi],n.
insomnia,失眠症,[in'sɔmniə],n.
insouciance,漠不关心，漫不经心,[in'su:sjəns],n.
insouciant,漫不经心的，漠不关心的,[in'su:siənt],a.
inspection,检查，细看,[in'spekʃən],n.
inspiration,启示，灵感,[ˌinspə'reiʃən],n.
inspired,有创见的，有灵感的,[in'spaiəd],a.
install,安装，装置；使就职,[in'stɔ:l],v.
installment,分期付款；安装,[in'stɔ:lmənt],n.
instantaneous,立即的，瞬间发生的,[ˌinstən'teinjəs],a.
instate,任命，安置,[in'steit],v.
instigate,发起，煽动,['instiɡeit],v.
instill,滴注；逐渐灌输,[in'stil],v.
instinctive,本能的,[in'stiŋktiv],a.
institute,学院，协会,['institju:t],v.
institution,公共机构，协会；制度,[ˌinsti'tju:ʃən],n.
institutionalized,制度化的，有组织的,[ˌinsti'tju:ʃənəlaizd],a.
instructive,传授知识的，启蒙的,[in'strʌktiv],a.
instrumental,有帮助的，有作用的,[ˌinstru'mentl],a.
instrumentalist,乐器演奏者,[instrə'mentəlist],n.
insubordinate,不服从的，反抗的,[ˌinsə'bɔ:dnit],a.
insubstantial,非实体的；薄弱的，不坚实的,[ˌinsəb'stænʃəl],a.
insufficient,不足的,[ˌinsə'fiʃənt],a.
insular,岛屿的；心胸狭窄的,['insjulə],a.
insularity,岛国状态，岛屿生活状况，与外界隔绝的生活状况；(思想ˌ 观点等的)偏狭,[ˌinsju'lærəti],n.
insulate,使绝缘；使隔离,['insjuleit],v.
insulin,胰岛素,['insjulin],n.
insuperable,难以克服的,[in'sju:pərəbl],a.
insurgent,叛乱分子,[in'sə:dʒənt],a.
insurrection,造反，叛乱,[ˌinsə'rekʃən],n.
intact,完整无损的，未动过的,[in'tækt],a.
intangibility,无形，不可接触,[inˌtændʒə'biləti],n.
intangible,无形的，不可触摸的,[in'tændʒəbl],a.
integral,构成整体所必需的；完整的,['intiɡrəl],a.
integrate,使成整体,['intiɡreit],v.
integrity,正直，诚实；完整,[in'teɡriti],n.
intellect,智力，思维能力,['intilekt],n.
intellectual,知识分子,[ˌinti'lektjuəl],a.
intelligible,可(易)了解的，清晰的,[in'telidʒəbl],a.
intensify,加剧,[in'tensifai],v.
intent,目的，意向,[in'tent],a.
intentional,存心的，故意的,[in'tenʃənəl],a.
inter,埋葬,[in'tə:],v.
interaction,相互作用(影响)，合作，配合,[ˌintər'ækʃən],n.
intercede,说好话，代为求情,[ˌintə(:)'si:d],v.
intercept,中途拦截，截取,[ˌintə'sept],v.
intercessor,仲裁者，调解人,[ˌintə'sesə],n.
interchangeable,可互换的,[intə'tʃeindʒəb(ə)l],a.
interdict,禁止；切断(补给线),[intə'dikt],v.
interdisciplinary,跨学科的,[ˌintə(:)'disiplinəri],a.
interference,干涉，妨碍,[ˌintə'fiərəns],n.
interim,暂时的,['intərim],n.
interjection,插入语；感叹词,[ˌintə'dʒekʃən],n.
interlace,编织；交错,[ˌintə(:)'leis],v.
interlard,使混杂，混入,[ˌintə(:)'lɑ:d],v.
interlock,连锁，连串,[ˌintə'lɔk],v.
interlocking,连锁的,[ˌintə(:)'lɔkiŋ],a.
interlocutor,对话者，谈话者,[ˌintə(:)'lɔkjutə],n.
interlope,(为图私利)干涉他人之事；闯入,[ˌintə(:)'ləup],v.
interloper,闯入者,['intələupə(r)],n.
interlude,(活动间的)暂时休息,['intə(:)ˌlu:d],n.
intermediary,中间的，媒介的,[ˌintə'mi:diəri],n.
interminable,(贬)无尽头的，持续过久的,[in'tə:minəbl],a.
intermingle,混合，掺杂,[ˌintə(:)'miŋɡl],v.
intermission,暂停，间歇,[ˌintə(:)'miʃən],n.
intermittent,断断续续的，间歇的,[ˌintə(:)'mitənt],a.
intern,实习生,[in'tə:n],v.
internecine,两败俱伤的,[ˌintə(:)'ni:sain],a.
interplay,相互影响,['intə(:)'plei],v.
interpolate,插入(言语，文字)；篡改,[in'tə:pəuleit],v.
interpose,置于„之间；使介入，插手干涉,[ˌintə(:)'pəuz],v.
interregnum,无王时期,[ˌintə(:)'reɡnəm],n.
interrogate,审问，审讯,[in'terəɡeit],v.
interrogative,疑问的,[ˌintə'rɔɡətiv],a.
interrupt,暂时中止；打断，打扰,[ˌintə'rʌpt],v.
intersect,横截，横断；(线条)相交,[ˌintə'sekt],v.
intersperse,散布；点缀,[ˌintə(:)'spə:s],v.
interstice,细裂缝，空隙,[in'tə:stis],n.
